Year,Area_Type,State_UT,Crime_Category,Crime_Subcategory,Victim_Gender,Victim_Age_Group,Cases_Reported,Cases_Solved,Cases_Pending,Cases_Investigated,Cases_Not_Investigated
2008,Urban,Telangana,Property Crime,Arson,Male,60+,9522,2552,6970,3980,5542
2001,Rural,Nagaland,Property Crime,Theft,Male,31-45,7842,2321,5521,3710,4132
2001,Urban,Goa,Other Crimes,Drug Offense,Female,31-45,5156,4692,464,4725,431
2008,Urban,Jammu & Kashmir,Crime Against Men,Robbery,Male,13-17,937,896,41,937,0
2009,Urban,Karnataka,Crime Against Children,Child Labor,Female,18-30,3229,505,2724,2003,1226
2004,Urban,Assam,Property Crime,Burglary,Female,31-45,1666,1023,643,1640,26
2004,Rural,Jharkhand,Crime Against Men,Extortion,Male,60+,4335,591,3744,2230,2105
2001,Urban,Jharkhand,Crime Against Women,Dowry Deaths,Male,31-45,697,331,366,621,76
2010,Rural,Himachal Pradesh,Other Crimes,Corruption,Female,18-30,2574,992,1582,2287,287
2001,Rural,Rajasthan,Crime Against Men,Extortion,Male,46-60,1537,97,1440,1380,157
2001,Rural,West Bengal,Other Crimes,Fraud,Female,18-30,3456,1637,1819,2647,809
2008,Urban,Andhra Pradesh,Crime Against Children,Trafficking,Male,13-17,4597,76,4521,4116,481
2010,Rural,West Bengal,Property Crime,Theft,Female,60+,9255,4492,4763,8580,675
2001,Urban,Himachal Pradesh,Crime Against Women,Rape,Female,0-12,4111,3103,1008,3777,334
2002,Urban,Manipur,Property Crime,Arson,Male,60+,817,683,134,698,119
2006,Urban,Gujarat,Crime Against Children,Kidnapping,Female,18-30,2359,1974,385,2078,281
2005,Urban,Nagaland,Crime Against Children,Kidnapping,Male,31-45,221,204,17,220,1
2003,Rural,Bihar,Crime Against Children,Kidnapping,Male,13-17,2554,1674,880,2200,354
2009,Rural,Delhi,Crime Against Women,Dowry Deaths,Female,18-30,2030,1073,957,1792,238
2009,Rural,Andhra Pradesh,Crime Against Children,Child Abuse,Female,60+,2208,1657,551,1802,406
2010,Urban,Rajasthan,Crime Against Children,Child Labor,Male,60+,1545,1145,400,1272,273
2003,Urban,Punjab,Property Crime,Arson,Female,60+,5654,3734,1920,4070,1584
2001,Rural,Haryana,Crime Against Women,Domestic Violence,Male,18-30,6628,5767,861,6241,387
2006,Urban,Madhya Pradesh,Crime Against Men,Assault,Female,18-30,5629,767,4862,971,4658
2008,Urban,Jammu & Kashmir,Crime Against Men,Robbery,Female,31-45,7048,4732,2316,5402,1646
2008,Urban,Mizoram,Crime Against Women,Rape,Male,31-45,8303,6150,2153,6333,1970
2001,Urban,Andhra Pradesh,Crime Against Men,Assault,Male,13-17,5217,328,4889,449,4768
2002,Rural,Goa,Crime Against Women,Rape,Female,13-17,3769,1770,1999,2450,1319
2010,Rural,Maharashtra,Crime Against Children,Trafficking,Female,46-60,6665,295,6370,3117,3548
2006,Urban,Delhi,Crime Against Men,Extortion,Male,18-30,9207,3878,5329,5948,3259
2009,Urban,Tamil Nadu,Crime Against Men,Extortion,Female,18-30,9999,1094,8905,9627,372
2005,Rural,Delhi,Crime Against Women,Molestation,Female,60+,5683,2124,3559,2130,3553
2004,Urban,Rajasthan,Other Crimes,Fraud,Male,31-45,6779,4238,2541,4574,2205
2001,Rural,Uttarakhand,Crime Against Women,Rape,Female,60+,8087,6524,1563,6688,1399
2005,Urban,Madhya Pradesh,Other Crimes,Cyber Crime,Male,0-12,2711,1574,1137,1960,751
2007,Rural,West Bengal,Other Crimes,Drug Offense,Male,60+,7314,6296,1018,6360,954
2001,Rural,Himachal Pradesh,Crime Against Men,Murder,Male,60+,7194,257,6937,5221,1973
2007,Rural,Madhya Pradesh,Crime Against Women,Domestic Violence,Male,0-12,1861,736,1125,761,1100
2005,Rural,Mizoram,Crime Against Children,Trafficking,Female,18-30,6345,482,5863,4661,1684
2003,Urban,Punjab,Crime Against Women,Molestation,Female,31-45,8628,4866,3762,4896,3732
2009,Rural,Kerala,Crime Against Women,Rape,Female,31-45,2737,1281,1456,2496,241
2004,Rural,Assam,Crime Against Men,Assault,Male,60+,9394,511,8883,6001,3393
2004,Urban,Haryana,Property Crime,Arson,Female,60+,5606,4760,846,5566,40
2003,Rural,Maharashtra,Crime Against Men,Robbery,Male,0-12,2281,2029,252,2228,53
2006,Rural,Uttar Pradesh,Crime Against Women,Domestic Violence,Female,31-45,5575,2467,3108,2828,2747
2001,Urban,West Bengal,Crime Against Women,Rape,Male,0-12,5265,1172,4093,5003,262
2007,Rural,Chhattisgarh,Crime Against Men,Robbery,Male,60+,8793,6,8787,704,8089
2010,Rural,Nagaland,Crime Against Women,Dowry Deaths,Female,46-60,5882,3391,2491,4774,1108
2003,Rural,Himachal Pradesh,Other Crimes,Drug Offense,Female,46-60,5782,2395,3387,3214,2568
2009,Urban,Rajasthan,Crime Against Children,Kidnapping,Male,18-30,8029,7573,456,8002,27
2002,Rural,Bihar,Crime Against Men,Assault,Male,31-45,6198,3692,2506,5725,473
2009,Urban,Nagaland,Crime Against Children,Trafficking,Female,46-60,3214,2993,221,3201,13
2010,Rural,Andhra Pradesh,Crime Against Children,Child Abuse,Male,18-30,8899,1959,6940,3074,5825
2009,Rural,Chhattisgarh,Property Crime,Burglary,Male,13-17,3877,956,2921,2586,1291
2001,Rural,Uttarakhand,Property Crime,Theft,Male,13-17,259,221,38,235,24
2007,Urban,Karnataka,Other Crimes,Corruption,Male,46-60,5433,4444,989,4686,747
2002,Urban,Andhra Pradesh,Property Crime,Theft,Female,18-30,2910,1345,1565,2644,266
2006,Urban,Goa,Crime Against Children,Child Abuse,Male,13-17,7549,6272,1277,6509,1040
2009,Rural,Sikkim,Crime Against Women,Domestic Violence,Male,13-17,2658,1008,1650,2302,356
2002,Urban,Odisha,Property Crime,Theft,Male,31-45,3762,2912,850,3514,248
2010,Urban,Nagaland,Property Crime,Arson,Female,60+,437,10,427,284,153
2005,Rural,Odisha,Crime Against Women,Rape,Male,0-12,2486,1269,1217,1981,505
2001,Urban,Mizoram,Property Crime,Burglary,Female,13-17,7472,4438,3034,5296,2176
2006,Urban,Jammu & Kashmir,Crime Against Women,Domestic Violence,Female,13-17,7545,5551,1994,6622,923
2008,Urban,Sikkim,Other Crimes,Drug Offense,Female,60+,8610,6475,2135,7410,1200
2003,Rural,Himachal Pradesh,Crime Against Children,Trafficking,Female,31-45,6214,3139,3075,3834,2380
2001,Rural,Haryana,Crime Against Men,Assault,Female,18-30,5969,5277,692,5756,213
2006,Rural,Tripura,Property Crime,Arson,Female,0-12,2047,469,1578,2045,2
2004,Urban,Chhattisgarh,Other Crimes,Fraud,Male,31-45,3886,2123,1763,2987,899
2003,Urban,Karnataka,Property Crime,Vandalism,Male,46-60,8423,5860,2563,7122,1301
2005,Rural,Uttarakhand,Property Crime,Theft,Male,46-60,2064,1476,588,1556,508
2010,Urban,Delhi,Crime Against Men,Assault,Male,31-45,6019,3453,2566,4066,1953
2007,Urban,Chhattisgarh,Property Crime,Vandalism,Female,0-12,7112,1328,5784,2751,4361
2008,Rural,Uttar Pradesh,Crime Against Women,Domestic Violence,Female,31-45,8685,7985,700,8063,622
2006,Urban,Goa,Crime Against Men,Murder,Female,13-17,3810,3363,447,3511,299
2004,Rural,Assam,Property Crime,Burglary,Male,18-30,5460,174,5286,2926,2534
2007,Urban,Haryana,Crime Against Children,Kidnapping,Female,46-60,3800,3495,305,3585,215
2004,Rural,Karnataka,Other Crimes,Fraud,Female,31-45,5494,1303,4191,4029,1465
2009,Urban,Arunachal Pradesh,Crime Against Children,Kidnapping,Female,0-12,1819,370,1449,959,860
2003,Rural,West Bengal,Crime Against Women,Domestic Violence,Female,13-17,100,45,55,97,3
2005,Urban,Manipur,Crime Against Children,Child Labor,Female,31-45,9478,7941,1537,9369,109
2001,Urban,Jharkhand,Other Crimes,Cyber Crime,Female,60+,3318,2552,766,2568,750
2005,Urban,Odisha,Other Crimes,Corruption,Male,31-45,5954,4648,1306,5937,17
2003,Rural,Tamil Nadu,Other Crimes,Corruption,Female,13-17,2608,1852,756,2123,485
2002,Rural,West Bengal,Other Crimes,Corruption,Female,0-12,7819,3059,4760,7256,563
2010,Rural,Odisha,Other Crimes,Corruption,Male,18-30,2946,814,2132,1330,1616
2009,Urban,Punjab,Property Crime,Theft,Female,0-12,8704,8673,31,8676,28
2002,Urban,Jammu & Kashmir,Crime Against Children,Child Labor,Male,31-45,3680,61,3619,598,3082
2008,Rural,Arunachal Pradesh,Property Crime,Arson,Female,13-17,667,89,578,363,304
2003,Urban,Haryana,Crime Against Men,Robbery,Male,18-30,6848,2605,4243,6142,706
2006,Urban,Uttar Pradesh,Crime Against Men,Assault,Female,13-17,2580,1782,798,2043,537
2002,Urban,Karnataka,Property Crime,Theft,Female,31-45,7033,2305,4728,5555,1478
2001,Urban,Jharkhand,Crime Against Children,Trafficking,Female,0-12,5519,3401,2118,4159,1360
2006,Rural,Haryana,Crime Against Children,Trafficking,Female,46-60,6407,4916,1491,5631,776
2006,Urban,Jammu & Kashmir,Crime Against Children,Trafficking,Female,46-60,8633,2121,6512,6963,1670
2009,Urban,Uttarakhand,Property Crime,Arson,Female,46-60,5890,347,5543,4222,1668
2004,Urban,Uttar Pradesh,Crime Against Women,Molestation,Female,31-45,6249,4439,1810,5002,1247
2002,Urban,Jharkhand,Crime Against Men,Extortion,Male,46-60,7376,4219,3157,6196,1180
2008,Urban,Tamil Nadu,Property Crime,Theft,Male,13-17,3486,3134,352,3210,276
2003,Urban,Haryana,Crime Against Men,Robbery,Female,13-17,8166,5285,2881,8140,26
2002,Urban,Uttar Pradesh,Other Crimes,Drug Offense,Male,18-30,3681,2430,1251,3306,375
2009,Urban,Maharashtra,Crime Against Men,Assault,Female,46-60,740,256,484,470,270
2002,Rural,Chhattisgarh,Property Crime,Theft,Male,46-60,5436,704,4732,3502,1934
2010,Rural,Jammu & Kashmir,Other Crimes,Drug Offense,Female,18-30,9026,955,8071,3985,5041
2009,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Male,0-12,3612,2073,1539,3211,401
2010,Urban,Delhi,Other Crimes,Drug Offense,Female,13-17,3397,1691,1706,2247,1150
2002,Urban,Jharkhand,Property Crime,Vandalism,Female,46-60,2655,348,2307,1008,1647
2006,Rural,Tripura,Crime Against Women,Molestation,Male,18-30,6978,2539,4439,3564,3414
2006,Urban,Tripura,Crime Against Children,Trafficking,Male,0-12,9411,540,8871,8639,772
2005,Urban,Tamil Nadu,Crime Against Men,Robbery,Female,60+,3253,2546,707,3104,149
2004,Urban,Punjab,Other Crimes,Corruption,Male,60+,7769,3175,4594,7142,627
2007,Rural,Uttar Pradesh,Property Crime,Vandalism,Male,60+,2426,1,2425,1807,619
2003,Urban,Assam,Crime Against Men,Extortion,Female,13-17,4947,3147,1800,3311,1636
2001,Urban,Uttar Pradesh,Crime Against Children,Kidnapping,Female,18-30,5733,1807,3926,2813,2920
2002,Urban,Goa,Crime Against Children,Child Abuse,Female,0-12,2944,2941,3,2941,3
2002,Urban,Goa,Crime Against Men,Extortion,Female,0-12,8029,1741,6288,5333,2696
2005,Rural,Madhya Pradesh,Crime Against Children,Child Labor,Male,13-17,138,64,74,92,46
2009,Rural,Tamil Nadu,Crime Against Women,Molestation,Male,46-60,7216,250,6966,3831,3385
2008,Urban,Goa,Crime Against Children,Kidnapping,Male,13-17,5620,124,5496,3953,1667
2009,Rural,Telangana,Other Crimes,Fraud,Male,0-12,9374,3429,5945,7160,2214
2009,Rural,West Bengal,Crime Against Women,Rape,Male,18-30,6930,6002,928,6437,493
2007,Rural,Nagaland,Crime Against Women,Domestic Violence,Male,13-17,6131,3763,2368,4909,1222
2007,Rural,Tamil Nadu,Crime Against Men,Assault,Female,18-30,7604,1340,6264,2239,5365
2001,Rural,Uttarakhand,Property Crime,Theft,Female,31-45,7594,2568,5026,7133,461
2006,Rural,Telangana,Crime Against Children,Trafficking,Male,0-12,6016,294,5722,2661,3355
2002,Urban,Delhi,Crime Against Men,Assault,Male,18-30,4581,1675,2906,1849,2732
2009,Rural,Telangana,Other Crimes,Corruption,Male,46-60,3999,1363,2636,2975,1024
2003,Urban,Nagaland,Property Crime,Theft,Female,0-12,3640,3401,239,3565,75
2002,Urban,Mizoram,Crime Against Women,Domestic Violence,Female,60+,7192,3690,3502,5722,1470
2001,Rural,West Bengal,Crime Against Children,Child Abuse,Female,31-45,9444,8385,1059,9266,178
2004,Rural,Assam,Crime Against Women,Molestation,Female,0-12,566,91,475,204,362
2002,Rural,Jharkhand,Property Crime,Burglary,Male,13-17,7090,5616,1474,6449,641
2008,Rural,Manipur,Other Crimes,Corruption,Female,0-12,5723,3023,2700,5579,144
2010,Urban,Punjab,Crime Against Women,Domestic Violence,Male,60+,8842,7045,1797,8638,204
2004,Urban,Rajasthan,Crime Against Men,Assault,Male,46-60,3768,2079,1689,2834,934
2001,Urban,Assam,Other Crimes,Fraud,Female,46-60,355,232,123,318,37
2010,Urban,Uttar Pradesh,Crime Against Women,Molestation,Female,13-17,8359,7889,470,8155,204
2006,Urban,Gujarat,Crime Against Women,Molestation,Female,46-60,4244,593,3651,1840,2404
2002,Rural,Odisha,Crime Against Children,Trafficking,Female,31-45,5645,3679,1966,4480,1165
2010,Rural,Delhi,Crime Against Men,Extortion,Female,18-30,1377,360,1017,604,773
2002,Rural,Chhattisgarh,Crime Against Children,Trafficking,Male,46-60,758,413,345,425,333
2006,Urban,Jammu & Kashmir,Crime Against Children,Kidnapping,Male,46-60,6530,3013,3517,4493,2037
2009,Rural,Meghalaya,Crime Against Men,Murder,Female,31-45,9205,6636,2569,9068,137
2001,Rural,Nagaland,Crime Against Women,Molestation,Female,13-17,7775,2371,5404,7241,534
2008,Urban,Delhi,Crime Against Children,Child Abuse,Female,18-30,6187,3771,2416,5470,717
2010,Rural,West Bengal,Crime Against Children,Child Labor,Male,60+,8611,8516,95,8570,41
2002,Rural,Rajasthan,Crime Against Women,Dowry Deaths,Female,31-45,7345,3418,3927,5501,1844
2003,Urban,Uttarakhand,Other Crimes,Drug Offense,Male,60+,3297,23,3274,810,2487
2001,Urban,Punjab,Other Crimes,Fraud,Male,31-45,9426,2203,7223,3857,5569
2002,Rural,Arunachal Pradesh,Property Crime,Arson,Female,46-60,2876,543,2333,2384,492
2003,Rural,Goa,Crime Against Children,Trafficking,Male,13-17,4033,1972,2061,3953,80
2006,Rural,Chhattisgarh,Crime Against Women,Domestic Violence,Female,18-30,5920,4828,1092,4844,1076
2004,Urban,Arunachal Pradesh,Crime Against Women,Rape,Female,18-30,4351,1100,3251,3468,883
2005,Urban,Manipur,Crime Against Children,Child Labor,Male,31-45,8165,5861,2304,6468,1697
2007,Urban,Assam,Other Crimes,Cyber Crime,Male,60+,4537,1724,2813,2006,2531
2008,Rural,Goa,Other Crimes,Cyber Crime,Male,46-60,1031,1002,29,1030,1
2001,Urban,Haryana,Crime Against Women,Rape,Female,18-30,7585,4123,3462,5815,1770
2001,Urban,Telangana,Property Crime,Theft,Female,18-30,777,118,659,747,30
2009,Rural,Tamil Nadu,Other Crimes,Drug Offense,Female,13-17,1333,247,1086,280,1053
2003,Urban,Madhya Pradesh,Crime Against Women,Rape,Male,46-60,3376,66,3310,2083,1293
2006,Rural,Gujarat,Crime Against Men,Extortion,Female,31-45,9477,746,8731,7252,2225
2009,Rural,Chhattisgarh,Crime Against Children,Trafficking,Male,60+,7446,2,7444,4047,3399
2003,Urban,Tripura,Crime Against Children,Child Abuse,Male,31-45,7263,6755,508,7032,231
2008,Rural,Delhi,Crime Against Children,Kidnapping,Female,31-45,6396,1623,4773,4721,1675
2001,Urban,Uttarakhand,Crime Against Women,Molestation,Female,46-60,6427,4640,1787,6376,51
2006,Urban,Madhya Pradesh,Crime Against Men,Extortion,Male,31-45,6678,2836,3842,5880,798
2005,Rural,Kerala,Property Crime,Burglary,Female,13-17,1958,1026,932,1354,604
2007,Urban,Meghalaya,Property Crime,Theft,Female,13-17,1712,1144,568,1427,285
2009,Rural,Karnataka,Crime Against Women,Domestic Violence,Female,18-30,4460,3602,858,3768,692
2009,Urban,Manipur,Crime Against Women,Molestation,Male,0-12,9264,49,9215,4734,4530
2005,Rural,Uttar Pradesh,Crime Against Children,Child Labor,Female,46-60,6976,516,6460,2702,4274
2008,Rural,Bihar,Crime Against Children,Child Abuse,Male,0-12,6646,4924,1722,5438,1208
2010,Urban,Jharkhand,Other Crimes,Corruption,Male,46-60,5754,5451,303,5553,201
2002,Urban,Goa,Other Crimes,Drug Offense,Male,13-17,675,71,604,440,235
2010,Rural,Tripura,Crime Against Children,Child Labor,Female,13-17,9055,6528,2527,8119,936
2009,Rural,Andhra Pradesh,Property Crime,Arson,Male,0-12,2487,316,2171,2443,44
2009,Urban,Tamil Nadu,Crime Against Children,Child Labor,Male,31-45,8239,2737,5502,6449,1790
2006,Rural,Mizoram,Crime Against Men,Extortion,Female,60+,2651,539,2112,1960,691
2005,Rural,Bihar,Crime Against Women,Domestic Violence,Male,18-30,7140,5209,1931,6756,384
2007,Urban,Uttar Pradesh,Crime Against Children,Child Labor,Male,31-45,3641,2797,844,3605,36
2002,Rural,Tamil Nadu,Property Crime,Arson,Male,13-17,6285,2006,4279,6009,276
2004,Urban,Jharkhand,Crime Against Women,Dowry Deaths,Female,31-45,2452,1005,1447,1210,1242
2007,Rural,Uttar Pradesh,Crime Against Women,Domestic Violence,Female,31-45,5736,2163,3573,2811,2925
2009,Urban,West Bengal,Crime Against Women,Domestic Violence,Female,46-60,5824,439,5385,1552,4272
2008,Urban,Chhattisgarh,Crime Against Men,Murder,Male,60+,8446,5099,3347,7441,1005
2007,Urban,Kerala,Crime Against Children,Child Labor,Male,0-12,9021,1953,7068,2586,6435
2002,Urban,Jharkhand,Other Crimes,Fraud,Male,31-45,238,166,72,206,32
2007,Rural,Nagaland,Crime Against Men,Murder,Female,18-30,2039,1432,607,1921,118
2002,Urban,Manipur,Property Crime,Theft,Male,18-30,2805,1015,1790,2665,140
2007,Urban,Gujarat,Property Crime,Theft,Male,18-30,1219,939,280,998,221
2004,Rural,Uttar Pradesh,Crime Against Men,Assault,Female,0-12,3145,2041,1104,2702,443
2001,Urban,Maharashtra,Other Crimes,Drug Offense,Male,60+,9545,8345,1200,8776,769
2002,Rural,Madhya Pradesh,Crime Against Women,Dowry Deaths,Male,60+,1096,156,940,686,410
2005,Urban,Manipur,Other Crimes,Fraud,Female,13-17,7294,6376,918,6918,376
2009,Urban,Uttarakhand,Crime Against Men,Assault,Female,13-17,435,85,350,193,242
2006,Rural,Arunachal Pradesh,Property Crime,Theft,Female,18-30,6816,4080,2736,6694,122
2007,Urban,Gujarat,Crime Against Children,Trafficking,Male,31-45,7252,803,6449,1354,5898
2002,Rural,Tamil Nadu,Other Crimes,Corruption,Female,46-60,1342,833,509,1235,107
2008,Urban,Kerala,Crime Against Children,Child Labor,Female,18-30,2966,270,2696,355,2611
2004,Rural,Odisha,Property Crime,Theft,Female,31-45,8488,2626,5862,4811,3677
2008,Urban,Tripura,Crime Against Women,Molestation,Male,0-12,3188,2814,374,3083,105
2007,Urban,Odisha,Property Crime,Vandalism,Male,0-12,5637,2225,3412,3495,2142
2002,Urban,Tamil Nadu,Crime Against Men,Assault,Female,0-12,3240,2914,326,3113,127
2009,Urban,Assam,Property Crime,Arson,Female,13-17,4221,1713,2508,3485,736
2008,Rural,Delhi,Other Crimes,Drug Offense,Male,18-30,9710,5551,4159,5579,4131
2010,Urban,Gujarat,Crime Against Children,Kidnapping,Female,18-30,1731,980,751,1662,69
2004,Rural,Odisha,Crime Against Women,Dowry Deaths,Female,46-60,7854,3912,3942,4878,2976
2001,Urban,Madhya Pradesh,Other Crimes,Cyber Crime,Female,31-45,8966,935,8031,4349,4617
2005,Urban,Jharkhand,Crime Against Men,Robbery,Male,13-17,4216,4076,140,4152,64
2002,Urban,Jammu & Kashmir,Crime Against Men,Robbery,Female,13-17,3979,3334,645,3838,141
2008,Rural,Chhattisgarh,Other Crimes,Corruption,Male,60+,5546,5499,47,5506,40
2002,Urban,Meghalaya,Other Crimes,Fraud,Male,46-60,1668,864,804,870,798
2005,Urban,Rajasthan,Crime Against Women,Rape,Female,60+,2577,2187,390,2231,346
2002,Rural,Nagaland,Crime Against Children,Trafficking,Male,60+,452,290,162,427,25
2003,Rural,Uttar Pradesh,Crime Against Men,Robbery,Male,60+,4805,4558,247,4758,47
2008,Rural,Himachal Pradesh,Crime Against Men,Extortion,Female,18-30,6127,1027,5100,1121,5006
2008,Urban,Andhra Pradesh,Crime Against Children,Trafficking,Female,13-17,4030,2686,1344,2987,1043
2004,Rural,Odisha,Crime Against Women,Dowry Deaths,Male,0-12,5203,2012,3191,4414,789
2001,Urban,Andhra Pradesh,Crime Against Children,Trafficking,Male,0-12,970,556,414,932,38
2007,Urban,Delhi,Property Crime,Arson,Female,13-17,9875,1603,8272,5401,4474
2002,Rural,Uttar Pradesh,Crime Against Men,Assault,Female,60+,1594,773,821,1037,557
2004,Rural,Jharkhand,Property Crime,Theft,Male,31-45,286,212,74,222,64
2007,Rural,West Bengal,Property Crime,Theft,Male,46-60,7745,5193,2552,7643,102
2002,Urban,Sikkim,Crime Against Men,Murder,Female,60+,1768,1451,317,1732,36
2002,Rural,Maharashtra,Crime Against Women,Rape,Female,13-17,4387,1369,3018,3107,1280
2004,Rural,West Bengal,Other Crimes,Drug Offense,Male,46-60,3803,1706,2097,2963,840
2003,Urban,Maharashtra,Crime Against Men,Extortion,Male,18-30,4281,3440,841,3735,546
2007,Urban,Bihar,Crime Against Women,Rape,Female,46-60,589,330,259,405,184
2008,Rural,Sikkim,Crime Against Women,Molestation,Female,0-12,3781,30,3751,196,3585
2003,Rural,Chhattisgarh,Other Crimes,Cyber Crime,Female,31-45,1441,847,594,1286,155
2001,Rural,Goa,Crime Against Men,Assault,Male,60+,1804,1720,84,1752,52
2002,Urban,Uttar Pradesh,Other Crimes,Drug Offense,Male,60+,7819,7771,48,7780,39
2010,Rural,Maharashtra,Crime Against Men,Murder,Male,60+,7833,190,7643,3405,4428
2002,Rural,Punjab,Crime Against Children,Child Abuse,Female,31-45,9246,8884,362,8927,319
2009,Rural,Uttar Pradesh,Crime Against Men,Assault,Male,31-45,2536,2314,222,2431,105
2007,Rural,Mizoram,Other Crimes,Drug Offense,Female,18-30,7005,2603,4402,3011,3994
2004,Urban,Punjab,Other Crimes,Fraud,Male,46-60,4199,821,3378,1573,2626
2002,Urban,Tripura,Crime Against Children,Kidnapping,Male,18-30,9434,8046,1388,8274,1160
2009,Urban,Jammu & Kashmir,Other Crimes,Fraud,Male,31-45,6572,946,5626,4313,2259
2003,Urban,Delhi,Crime Against Women,Molestation,Female,46-60,6140,5373,767,5373,767
2010,Urban,Jammu & Kashmir,Crime Against Women,Dowry Deaths,Male,60+,8018,929,7089,7756,262
2005,Rural,Nagaland,Other Crimes,Cyber Crime,Male,13-17,3247,3053,194,3175,72
2010,Rural,Jharkhand,Other Crimes,Fraud,Female,0-12,6438,3525,2913,6169,269
2008,Rural,West Bengal,Property Crime,Theft,Male,31-45,530,195,335,460,70
2008,Rural,Rajasthan,Crime Against Women,Dowry Deaths,Male,0-12,5691,1088,4603,5547,144
